epoch,accuracy,loss,val_accuracy,val_loss
413,0.8226125,0.0026166450381461598,0.8027539,2.181232839119281
414,0.82617044,1.1708218775138998e-05,0.80293274,2.199542155465343
415,0.82540804,7.223987464481423e-07,0.8032904,2.1989898983820826
416,0.82572806,2.4758328628078275e-07,0.8032904,2.198530293809242
417,0.8257375,1.9304898188310118e-07,0.8032904,2.1981759849983735
418,0.8257657,1.5921295424132766e-07,0.80346924,2.197892952246727
419,0.825841,1.3466142059695288e-07,0.80346924,2.19770244054912
420,0.82588804,1.1559396728062738e-07,0.80346924,2.19744999207908
421,0.82595396,1.0205840177531623e-07,0.80346924,2.197312157936874
422,0.8259634,8.850219453875113e-08,0.80346924,2.1970704998581194
423,0.8259728,7.854683389393906e-08,0.80346924,2.196837841249331
424,0.82599163,6.976922823064912e-08,0.80346924,2.1966748708627253
425,0.826001,6.204829088657652e-08,0.80346924,2.1964763427560934
426,0.82602924,5.522928169118125e-08,0.80346924,2.1962302370644435
427,0.82603866,4.956793749725304e-08,0.80346924,2.196044446988423
428,0.8260104,4.4317222895286955e-08,0.80346924,2.195995309737875
429,0.8260481,3.988098015356926e-08,0.8032904,2.1958346586882302
430,0.82608575,3.574090414549091e-08,0.8032904,2.1957171009333862
431,0.8260575,3.2038366060487896e-08,0.8032904,2.19561557551694
432,0.8260763,2.8988771155177017e-08,0.8031116,2.1953440049559263
433,0.82609516,2.611420043046564e-08,0.8031116,2.195302562716181
434,0.82602924,2.3603149857468093e-08,0.8031116,2.195028695969367
435,0.8261046,2.1320971832223844e-08,0.8032904,2.1950188942669286
436,0.8260575,1.9375397063169206e-08,0.8032904,2.194735679535651
437,0.82602924,1.7591375839402993e-08,0.8032904,2.194400739228521
438,0.8260763,1.612376791712529e-08,0.8032904,2.1944431577821146
439,0.8260104,1.4683079376087608e-08,0.8032904,2.1942817458139467
440,0.8260481,1.3343372787040894e-08,0.8032904,2.1942334538685406
441,0.8261046,1.2097913585083014e-08,0.8032904,2.193898888872417
442,0.8260669,1.1101542764002328e-08,0.8032904,2.19377501033918
443,0.8260575,1.0253281567948533e-08,0.8032904,2.1937702181129497
444,0.8260481,9.472340031978814e-09,0.8032904,2.1936532855033875
445,0.8260198,8.65773759187158e-09,0.8032904,2.1936276227619516
446,0.8261328,7.991242870019092e-09,0.80364805,2.193688867685621
447,0.8260763,7.365142079271164e-09,0.80364805,2.1936635461999625
448,0.826161,6.833291523882439e-09,0.80364805,2.1936955196151406
449,0.8261987,6.267779670301325e-09,0.80382687,2.1939225512768576
450,0.8262457,5.809984535694338e-09,0.80382687,2.1939674690685558
451,0.8262269,5.352188217317614e-09,0.80382687,2.1940889254276335
452,0.826274,4.961714984483399e-09,0.80364805,2.1942289593777433
453,0.8263775,4.598171082411136e-09,0.80364805,2.1946985394785843
454,0.82639635,4.268288275008137e-09,0.80364805,2.1948190188203247
455,0.8264622,3.94513771204271e-09,0.80364805,2.1952186013879693
456,0.82653755,3.696042341431588e-09,0.80364805,2.195475542622063
457,0.82652813,3.3863561967289336e-09,0.80364805,2.1960851702951056
458,0.8266881,3.1843869442772083e-09,0.80364805,2.1965950704439514
459,0.8266787,2.8948974703882353e-09,0.80364805,2.197115035207998
460,0.8267258,2.6794635063646883e-09,0.80364805,2.197797449617427
461,0.82685757,2.470761772044289e-09,0.80382687,2.198616605971504
462,0.8270081,2.356312461013093e-09,0.80382687,2.1991277262248707
463,0.82698935,2.147610677385675e-09,0.80382687,2.200329335206568
464,0.82715875,1.9793026811802597e-09,0.80382687,2.2009779007010195
465,0.82715875,1.851388733377946e-09,0.80400574,2.201989293801938
466,0.8272623,1.6898130405979487e-09,0.80400574,2.202697325545831
467,0.8274976,1.5686312957761846e-09,0.80418456,2.204283069963107
468,0.82747877,1.4541818651641815e-09,0.80436337,2.2053865398332286
469,0.8276764,1.359929368441127e-09,0.8045422,2.206701328186518
470,0.8279588,1.2454798895127594e-09,0.80472106,2.2081512977636937
471,0.8279023,1.0973688116091556e-09,0.80472106,2.2100239396095276
472,0.82826,1.0771718702464063e-09,0.80472106,2.211834762421289
473,0.8283259,9.963839814024622e-10,0.8048999,2.2136963912217915
474,0.8284765,9.02131487488353e-10,0.8052575,2.215544055715651
475,0.8288906,8.213435962367417e-10,0.8056152,2.2171855064292836
476,0.8288812,7.742173346330445e-10,0.805794,2.220038322356126
477,0.8293895,6.866971197792622e-10,0.8059728,2.222547309912837
478,0.829606,6.328385312001517e-10,0.80633044,2.225625321205082
479,0.82986015,6.126415597541017e-10,0.80633044,2.227321491476804
480,0.8302366,5.251213388811512e-10,0.80633044,2.2299089213041787
481,0.83052844,4.779950736659531e-10,0.80633044,2.2327763500899205
482,0.8308108,4.510657768496013e-10,0.80668813,2.235121529757209
483,0.8311308,4.1067182480334965e-10,0.80704576,2.2392314616830564
484,0.83152616,4.1067182961868413e-10,0.80740345,2.24045428819155
485,0.8319026,3.231516023252876e-10,0.8079399,2.245503642784168
486,0.8325803,2.9622230357778595e-10,0.8084764,2.2497219016111973
487,0.8328533,2.69293005081083e-10,0.8090129,2.253263385958426
488,0.83325803,2.2889905504122075e-10,0.80954933,2.257570680438705
489,0.83386046,2.2216672943266022e-10,0.809907,2.2612524359395065
490,0.83452874,1.8177277818896432e-10,0.81097996,2.266267868902039
491,0.83524406,1.952374290048075e-10,0.8116953,2.270840581266665
492,0.8358465,1.6830812857695475e-10,0.8125894,2.276779749554626
493,0.83618534,1.615758033696721e-10,0.8124106,2.281588495800935
494,0.83673126,1.6830812697184326e-10,0.8125894,2.2885105193556634
495,0.8373901,1.6830812857695475e-10,0.8127682,2.2943601022462476
496,0.8380113,1.4137882758480502e-10,0.8131259,2.3038137393320066
497,0.83860433,1.750404525804038e-10,0.8129471,2.3105572985221388
498,0.83874553,1.885051009885797e-10,0.81491417,2.32448364954138
499,0.8397997,2.3563137422933523e-10,0.81402004,2.328354908417223
