epoch,accuracy,loss,val_accuracy,val_loss
95,0.76600593,1.5887417449169412e-07,0.75214595,1.9566878304205226
96,0.7665236,1.306121431264794e-07,0.75232476,1.9664452272934976
97,0.7678884,1.075592395904761e-07,0.7537554,1.9780938630451972
98,0.7694509,9.541587420191806e-08,0.7539342,1.9795937426867916
99,0.77055216,8.217141815481426e-08,0.75572246,1.9931627353373516
100,0.77192634,7.258924948863035e-08,0.7564378,1.9911309490899671
101,0.77250993,6.153222922194886e-08,0.7560801,2.002152043734497
102,0.77363,5.154366380400643e-08,0.7575107,2.011299452044933
103,0.77517366,4.4860290033830766e-08,0.75894135,2.0133612094518964
104,0.7760867,4.0357029484107217e-08,0.75912017,2.0234924149359754
105,0.77745146,3.443366906653558e-08,0.7600143,2.0248436101516427
106,0.777988,2.9903395984969784e-08,0.76108724,2.0356735308282876
107,0.7795881,2.519130347819176e-08,0.76233906,2.042040602715742
108,0.78065175,2.3272584530569834e-08,0.7632332,2.038795308749563
109,0.7810659,2.1623439068975463e-08,0.7639485,2.0544041373443194
110,0.78239304,1.734201665351752e-08,0.7639485,2.0523034665461775
111,0.7827319,1.5349380882316567e-08,0.7646638,2.0647779609768175
112,0.78375787,1.3949081989682615e-08,0.76555794,2.0624990748489362
113,0.78473675,1.2360369503103363e-08,0.76502144,2.0717381287542023
114,0.78520733,1.0233015184696875e-08,0.76573676,2.0750445233649963
115,0.7861298,9.404943700458208e-09,0.7664521,2.072423163785443
116,0.7862804,8.193166147826257e-09,0.7668097,2.081428936366871
117,0.7874381,7.277588680342114e-09,0.7668097,2.0820711586352583
118,0.7876546,6.4495218420234614e-09,0.7673462,2.086828102625491
119,0.788417,5.857088751894061e-09,0.767525,2.086767716213357
120,0.7884076,5.183861440555187e-09,0.7693133,2.093355600542265
121,0.78944296,4.726070870484043e-09,0.7698498,2.0924806062755668
122,0.7898289,4.126898635705729e-09,0.77020746,2.0997213539647444
123,0.7905348,3.743159109603285e-09,0.7700286,2.0956832717928253
124,0.7906666,3.298830350504453e-09,0.7703863,2.102790131589374
125,0.7910525,2.8141045932590097e-09,0.7703863,2.102402831479715
126,0.7913914,2.692923719849774e-09,0.7705651,2.0997770247029646
127,0.7915231,2.34284464692375e-09,0.77020746,2.0996189373245566
128,0.7919843,2.140875979773427e-09,0.7705651,2.099427889600844
129,0.7922385,1.945639071301265e-09,0.7703863,2.1044655209447183
130,0.7926338,1.7638670867647007e-09,0.7700286,2.0982772125962468
131,0.7925208,1.6090239260131115e-09,0.7703863,2.1013209283863525
132,0.7926056,1.4541808419055965e-09,0.7700286,2.094561752075801
133,0.7930574,1.306069718544733e-09,0.7703863,2.0969753771892434
134,0.7933397,1.2185497269017695e-09,0.7709227,2.0895866719694096
135,0.79285026,1.144494394401165e-09,0.7711016,2.092375954972828
136,0.7937727,9.896512091716254e-10,0.7709227,2.093027468530917
137,0.79358447,9.155957073317569e-10,0.7711016,2.0881864420845786
138,0.79372567,7.944139426843578e-10,0.7707439,2.083519175201015
139,0.7936974,7.203584637173283e-10,0.7711016,2.08076067096174
140,0.7938198,6.597675504952322e-10,0.7709227,2.07522905474057
141,0.7932456,6.799645646397563e-10,0.7712804,2.074074203875955
142,0.79334915,5.789797595630901e-10,0.7711016,2.0705478836026825
143,0.7938292,5.18388862793387e-10,0.77163804,2.0655836603672206
144,0.7935939,5.318535324692903e-10,0.7712804,2.0590191108730216
145,0.79321736,4.712626433238668e-10,0.7718169,2.0592959332619616
146,0.79358447,4.37601022504066e-10,0.7714592,2.0562945660603407
147,0.79352796,4.443333569407398e-10,0.7718169,2.047834390862305
148,0.7938386,3.9720710055365506e-10,0.7709227,2.0456959523356524
149,0.7933868,3.568131697751309e-10,0.7711016,2.0448419277760093
150,0.7933303,3.702778262088643e-10,0.77163804,2.037257673466666
151,0.79397976,3.5008085098829426e-10,0.77020746,2.0343305909198754
152,0.79330206,3.366162114082316e-10,0.7712804,2.0316200737917374
153,0.7936786,3.0295458898331923e-10,0.76895565,2.0272839677564063
154,0.79339623,2.9622226939392685e-10,0.7712804,2.0271554896248256
155,0.7932833,2.827576233934182e-10,0.7698498,2.0182497201431464
156,0.7935468,2.62560648574126e-10,0.76967096,2.016306660461835
157,0.79371625,2.8275763222153147e-10,0.7709227,2.01407866288664
158,0.79397035,2.019697393648087e-10,0.77020746,2.0050306614376443
159,0.7945728,2.423636877995595e-10,0.77217454,2.0057847146824193
160,0.79469514,2.2889904099649507e-10,0.7703863,2.0007814188116098
161,0.79439396,2.0870206738103648e-10,0.7718169,1.9980408292855316
162,0.7952128,2.2216671538793454e-10,0.7709227,1.9871951934477803
163,0.7952505,1.750404437522905e-10,0.77163804,1.9843427996139158
164,0.79463863,1.481111477384944e-10,0.77253217,1.983224590896537
165,0.79538226,1.5484347535344432e-10,0.7707439,1.9736580613345036
166,0.7947987,1.4137882493887902e-10,0.77163804,1.9643241001428964
167,0.79487395,1.4811115094871743e-10,0.7711016,1.9547325851067965
168,0.7947704,1.3464649973159637e-10,0.7714592,1.9504937353052294
169,0.79493046,1.2118184931703107e-10,0.77217454,1.947316234203879
170,0.7952693,1.5484347535344432e-10,0.7719957,1.943820302162815
171,0.7954952,1.2791417596640608e-10,0.77271104,1.9395614786337374
172,0.7952787,1.2791417532686948e-10,0.77163804,1.9287332302766809
173,0.79559875,1.0098487650412826e-10,0.7734263,1.9259554573330757
174,0.79546696,1.0771720090885515e-10,0.77306867,1.9126237944216176
175,0.7952787,1.1444952731997143e-10,0.773784,1.9132859297576381
176,0.7954858,1.0098487650412826e-10,0.7743205,1.9149201780621585
177,0.7944033,8.752022608956295e-11,0.7744993,1.9047752200214136
178,0.7947234,1.2791417653070311e-10,0.77557224,1.9052194673168301
179,0.79524106,1.2791417653070311e-10,0.7770029,1.9113416100008804
180,0.7961258,9.42525512968456e-11,0.77628756,1.9088011442207984
181,0.7956646,1.0098487650412826e-10,0.77575105,1.9043034357318551
182,0.7952693,9.42525512968456e-11,0.7752146,1.9095433318563797
183,0.7953069,9.42525512968456e-11,0.77557224,1.9098422605656247
184,0.79545754,8.75202268921187e-11,0.7753934,1.9167795203658133
185,0.79582465,6.05909260629881e-11,0.7759299,1.9126521752819483
186,0.79524106,1.1444952772124931e-10,0.77646637,1.9120793123869426
187,0.7969165,1.077172017114109e-10,0.7771817,1.9195292731147466
188,0.79622936,1.5484347735983371e-10,0.77682406,1.92964551476322
189,0.797613,7.40555764775534e-11,0.77557224,1.919727175596446
190,0.7969541,1.2118185092214259e-10,0.7771817,1.9240365150852266
191,0.79775417,1.4137882574143478e-10,0.77646637,1.9252361638927153
192,0.7973683,1.2118185172469832e-10,0.7766452,1.929555178136273
193,0.7984978,1.2791417572814736e-10,0.77646637,1.9261850308259159
194,0.7988837,1.6830812697184326e-10,0.7771817,1.934389559624021
195,0.7999285,1.615758021658385e-10,0.7777182,1.935049821762568
196,0.80022967,1.9523742780097386e-10,0.7748569,1.9313558122311028
197,0.8020933,2.2216672461732568e-10,0.78004295,1.9541447402453729
198,0.80291224,2.4909601621706514e-10,0.77968526,1.9512813070173427
199,0.80416405,2.760253142372506e-10,0.7852289,1.9664894082771351
200,0.8054159,2.9622229956500717e-10,0.78755367,1.9794176488858948
201,0.8075055,3.4334852441415885e-10,0.78630185,1.984014400884573
202,0.80902094,3.164192706975589e-10,0.7884478,1.9935531748914412
203,0.8091621,3.972071290443843e-10,0.78665954,1.9895460917234677
204,0.8105363,4.712627219743306e-10,0.7891631,1.9963977664005603
205,0.8128141,6.799644286065562e-10,0.7873748,2.008747219287914
206,0.8135389,4.847273936566233e-10,0.7927396,2.0140930922630007
207,0.8141319,5.453183124966097e-10,0.7979256,2.0317143556769826
208,0.81441426,8.752017127500504e-10,0.79291844,2.0166824493924946
209,0.8152332,4.779950690888774e-10,0.7984621,2.03961159643825
210,0.8160897,9.694542925376252e-10,0.7957797,2.042255621547351
211,0.816325,6.12641578212884e-10,0.79971385,2.072679517478902
212,0.8194123,1.4205196492492898e-09,0.80472106,2.134766596965012
213,0.82158655,2.2755232957042243e-09,0.8082976,2.1600134033437963
214,0.8163062,0.004516661357700856,0.7982833,2.015563277575655
215,0.8029028,0.009879380622079234,0.79023606,2.0368263882628836
216,0.8066113,0.0012150076475260674,0.78290415,2.0210796778166245
217,0.802178,0.0002866806106708247,0.7798641,2.018140363590912
218,0.79757535,6.014142922725892e-07,0.77968526,2.015507890495108
219,0.798093,4.250362182714687e-07,0.78022176,2.016690380135831
220,0.7985166,3.426237516527333e-07,0.7804006,2.01767771582363
221,0.7988837,2.8516708504706413e-07,0.7805794,2.0186840418262544
222,0.79940134,2.41900848464809e-07,0.7805794,2.0195195311640464
223,0.79968375,2.0908473553556243e-07,0.7809371,2.020281006178375
224,0.8000602,1.8240969254325683e-07,0.7814735,2.0210805237932776
225,0.8002391,1.6008018810652793e-07,0.7818312,2.021812237991028
226,0.80057794,1.4083832009896998e-07,0.78218883,2.022522559429443
227,0.80098265,1.251828991940403e-07,0.78236765,2.0231837653614932
228,0.80129325,1.1116905989492401e-07,0.7825465,2.0239171457392975
229,0.8016133,9.960502992241086e-08,0.78272533,2.024580005348496
230,0.8019145,8.94542279090073e-08,0.78272533,2.025212822745798
231,0.8021216,8.053504251243235e-08,0.78272533,2.025850314407134
232,0.80256397,7.242347923957509e-08,0.78272533,2.02660825460062
233,0.8028181,6.549657032086267e-08,0.7832618,2.0271537641279176
234,0.80322284,5.8959992365399496e-08,0.78361946,2.027768821771309
235,0.8035052,5.349372057005884e-08,0.78361946,2.0282869330675304
236,0.8037405,4.868711995971079e-08,0.7837983,2.028779844133895
237,0.80394757,4.4331535735125565e-08,0.78415596,2.029308089818566
238,0.80413586,4.042021718829302e-08,0.7845136,2.029990472475091
239,0.80438054,3.679836455344114e-08,0.7846924,2.030212933653286
240,0.80457824,3.361408404691682e-08,0.7850501,2.030754856021811
241,0.8047853,3.091450027581744e-08,0.7852289,2.0312039776677224
242,0.80511475,2.8262031941550087e-08,0.7852289,2.031672835118205
243,0.8053877,2.5892308091233366e-08,0.7854077,2.032057231827739
244,0.8056136,2.3778397747035206e-08,0.78558654,2.0325952851145566
245,0.80587715,2.179912836405615e-08,0.78612304,2.033018579770503
246,0.8060842,2.008914469302055e-08,0.78612304,2.033517072416938
247,0.8062254,1.8614785635860827e-08,0.78612304,2.0339190917960948
248,0.8065266,1.7201014141754525e-08,0.78630185,2.034468744261902
249,0.8066584,1.588822343801498e-08,0.78648067,2.034933096429437
250,0.8069313,1.471007693572561e-08,0.78683835,2.0352877739001496
251,0.807129,1.3585787856767098e-08,0.787196,2.035820340625782
252,0.8073455,1.267693077544514e-08,0.7873748,2.0362217805064544
253,0.8076373,1.1694017050572515e-08,0.7877325,2.0368166486672705
254,0.80785376,1.08188196771411e-08,0.7879113,2.037310148105665
255,0.8081079,9.93688942524053e-09,0.7880901,2.0380568601462845
256,0.8084091,9.24346293486299e-09,0.7880901,2.0384390190555495
257,0.808635,8.509642567076883e-09,0.788269,2.0390545249848664
258,0.8088609,7.836412584669444e-09,0.7886266,2.0395363693169513
259,0.80902094,7.243970069287663e-09,0.7891631,2.0405506711501165
260,0.8092374,6.772708845283645e-09,0.7891631,2.041058043697489
261,0.80951035,6.17353360405624e-09,0.7893419,2.041811430642917
262,0.80974567,5.715736636411913e-09,0.78969955,2.0426867808347224
263,0.80996215,5.278136576573473e-09,0.78987837,2.0433000992551893
264,0.81005627,4.86746581234755e-09,0.79005724,2.0443669131761135
265,0.810254,4.429865493283602e-09,0.79005724,2.045052618243983
266,0.81049865,4.106714450339674e-09,0.79023606,2.046117079819956
267,0.8108375,3.80376043678883e-09,0.7905937,2.047254597836138
268,0.81090343,3.527735605288864e-09,0.7905937,2.0476685999752755
269,0.81117636,3.1439935544212617e-09,0.79077256,2.0495739621529956
270,0.8112705,2.9554888386594433e-09,0.7911302,2.0505907933823284
271,0.8115529,2.713125436005435e-09,0.791309,2.051500709319703
272,0.8118635,2.4034387888276397e-09,0.7914878,2.0528273068272505
273,0.81198585,2.275524863496887e-09,0.7918455,2.0548271153026256
274,0.81253177,2.039893635332699e-09,0.7918455,2.0562340648557047
275,0.81252235,1.8917826842956037e-09,0.7918455,2.058051221164607
276,0.8129365,1.689813059621028e-09,0.7922031,2.0598107690287377
277,0.8131248,1.5686312773174023e-09,0.7922031,2.061605251594067
278,0.8134824,1.4474495413989912e-09,0.792382,2.0633962497818623
279,0.8138025,1.2656768436286212e-09,0.792382,2.0653298359220376
280,0.81417894,1.1714243557336802e-09,0.79309726,2.0675754452787753
281,0.8143954,1.0704395378161219e-09,0.79309726,2.0705014366912358
282,0.8147437,9.627223734235535e-10,0.79363376,2.073342393755977
283,0.814979,8.886668129971151e-10,0.7938126,2.076519443145893
284,0.81539315,7.876819577607143e-10,0.79417026,2.079889250663409
285,0.8157414,7.270910597871776e-10,0.7943491,2.08190647981933
286,0.8164003,6.328385121018328e-10,0.7947067,2.085887088508309
287,0.8166168,5.92444580119475e-10,0.7950644,2.0904722887894756
288,0.8171815,5.385859844803819e-10,0.79613733,2.094475507224578
289,0.81756747,5.183890188904809e-10,0.79613733,2.0975934642930656
290,0.81810397,4.914597160549609e-10,0.7972103,2.1035619040575404
291,0.8188287,4.443334456231505e-10,0.79738915,2.108189492298554
292,0.81944054,3.8374251675121725e-10,0.7979256,2.1131705270656442
293,0.82015586,3.635455415306472e-10,0.7982833,2.118100654125981
294,0.8207112,3.568132171259203e-10,0.7998927,2.125057111546205
295,0.82141715,3.9047484998405743e-10,0.79971385,2.129234662943004
296,0.8224149,3.702778613582983e-10,0.80096567,2.135269188078304
297,0.8224431,3.770101779004868e-10,0.801681,2.1459412672616893
298,0.8237232,3.770101799068762e-10,0.80150217,2.151364712228463
299,0.8240903,4.645303155458978e-10,0.8045422,2.1630151022561375
300,0.825088,4.3086878918941704e-10,0.80472106,2.1730642328638377
301,0.82625514,4.847273278470517e-10,0.8048999,2.1815955805484317
302,0.82715875,6.597675332402835e-10,0.8018598,2.1815387052463873
303,0.8277706,5.991767307708814e-10,0.8077611,2.2076300117047305
304,0.82895654,4.914597292971308e-10,0.8077611,2.2196524577942784
305,0.82986015,7.607524759552614e-10,0.80722463,2.2277818563286327
306,0.8310367,6.463030750378211e-10,0.81026465,2.23796091930613
307,0.83124375,1.19362825486226e-08,0.7914878,2.1762013150131243
308,0.83199674,0.003114808818859309,0.823319,2.3036597149502565
309,0.8226784,0.011129768792656794,0.77932763,2.3203651086455253
310,0.7998908,0.0015630426462853177,0.7945279,2.191764516124398
311,0.80694073,0.00013884977843232383,0.78969955,2.2217150338217935
312,0.8054159,2.7286690308412428e-05,0.7925608,2.2169470587513476
313,0.8083244,2.1722438534642082e-06,0.792382,2.2194536315525037
314,0.8074302,4.972411536152632e-07,0.7920243,2.2205270143793374
315,0.8073455,3.5766423742884813e-07,0.7920243,2.221789091697578
316,0.8072043,2.9418054695754526e-07,0.7920243,2.2225693098465262
317,0.807242,2.5024903643714466e-07,0.7920243,2.2233780463877664
318,0.8072608,2.154063686949409e-07,0.7918455,2.223976851277085
319,0.8072984,1.89094491758738e-07,0.7918455,2.224659856169009
320,0.807289,1.6695092097225533e-07,0.7918455,2.225264815685575
321,0.8073455,1.4866076076397958e-07,0.7918455,2.225837566438151
322,0.80745846,1.3286584508234554e-07,0.7916667,2.226483739496812
323,0.8074773,1.1916988507483894e-07,0.7918455,2.2270198642184296
324,0.80759025,1.0757301950324915e-07,0.7916667,2.2275559831842333
325,0.80767494,9.681710135793549e-08,0.7920243,2.228099362149259
326,0.8077973,8.755504774844423e-08,0.7918455,2.22851389147693
327,0.80791026,7.914769412142215e-08,0.7920243,2.229233222457984
328,0.808042,7.168925136949079e-08,0.7920243,2.229817824174406
329,0.8081926,6.489709309907289e-08,0.7920243,2.2304115130410174
330,0.80834323,5.877127366271759e-08,0.7920243,2.2309843492354444
331,0.80844676,5.331850202915305e-08,0.7920243,2.2314986252733564
332,0.8086915,4.833692405197226e-08,0.792382,2.2320768958509225
333,0.80887973,4.377940101108476e-08,0.792382,2.232423362685887
334,0.8090774,3.9895040276401145e-08,0.792382,2.2329748787081805
335,0.80933154,3.6333791131660183e-08,0.7925608,2.233487044664923
336,0.8094068,3.3162984207995953e-08,0.7925608,2.233890909621644
337,0.8096327,3.017392620317769e-08,0.7927396,2.2343303508768777
338,0.80981153,2.751473335122876e-08,0.7927396,2.2347687156671108
339,0.8100281,2.502383146604218e-08,0.79309726,2.2351295713958823
340,0.81004685,2.2943591747540006e-08,0.79327613,2.2356198410875296
341,0.8101975,2.0930662586484397e-08,0.79345495,2.2359422016808916
342,0.8104422,1.8978315543981606e-08,0.79345495,2.2363406266265673
343,0.8106116,1.7295257255898592e-08,0.7938126,2.236722342062406
344,0.8107434,1.5767037711149827e-08,0.7939914,2.237119972961655
345,0.8109693,1.4407121368890804e-08,0.7939914,2.2373662326213117
346,0.8111952,1.3067400506966863e-08,0.7939914,2.237685888877754
347,0.81139284,1.1882520900677634e-08,0.7939914,2.2379613109412624
348,0.8116564,1.0818819280916817e-08,0.7939914,2.23791656959722
349,0.8118164,9.876299931338283e-09,0.7939914,2.23858206965381
350,0.81199527,9.001101939036064e-09,0.79417026,2.2389123387346963
351,0.81243765,8.173029219187577e-09,0.7947067,2.239396098473553
352,0.8124188,7.47960218026318e-09,0.7947067,2.239596657998572
353,0.81261647,6.7525135586403785e-09,0.7952432,2.2397896043732444
354,0.81296474,6.160070644062349e-09,0.7952432,2.2401525168459813
355,0.8130683,5.560895257973632e-09,0.795422,2.2403620244863207
356,0.81320006,5.015578084065377e-09,0.795422,2.2407982720325945
357,0.81341654,4.53758372913826e-09,0.795422,2.240997150732212
358,0.8135389,4.174038932329192e-09,0.795422,2.2412212803128453
359,0.8136989,3.8037615065956485e-09,0.7957797,2.241679954042762
360,0.8139248,3.379625514754555e-09,0.79613733,2.2418823120675886
361,0.8139342,3.063206645096614e-09,0.7959585,2.2421132555079564
362,0.81418836,2.780449219131911e-09,0.79613733,2.242732486627644
363,0.8144331,2.5178887896555054e-09,0.79613733,2.243318944018286
364,0.814659,2.275525211304487e-09,0.79613733,2.2439546481478367
365,0.8147531,2.0600909961813083e-09,0.79667383,2.244583848464131
366,0.81512964,1.925444562735801e-09,0.79667383,2.244961741272472
367,0.8152426,1.7032779463882626e-09,0.79667383,2.2456424641762682
368,0.81547785,1.5888284672216362e-09,0.79685265,2.2460981808251064
369,0.815685,1.4137880611894663e-09,0.79703146,2.2472323249593824
370,0.8159579,1.279141619643162e-09,0.79703146,2.2480973094829673
371,0.8162591,1.1310305138758252e-09,0.7972103,2.24929489124998
372,0.81656975,9.829193747271855e-10,0.79738915,2.250512520386937
373,0.81691796,8.886668487108461e-10,0.7977468,2.252078718637704
374,0.8171721,8.011466514129707e-10,0.7977468,2.2535916534872014
375,0.8175298,6.934294626427714e-10,0.7982833,2.255078688072033
376,0.817831,6.463031906058495e-10,0.7982833,2.2568473482080793
377,0.81808513,5.789799425458017e-10,0.7984621,2.258963964399862
378,0.818471,5.453183253375018e-10,0.79953504,2.261481429885897
379,0.8187534,4.779950747067677e-10,0.79971385,2.263631563841529
380,0.81915814,4.1067182640846116e-10,0.80007154,2.26596642103318
381,0.8194876,3.9047485158916894e-10,0.80042917,2.2676143651356515
382,0.81989235,3.3661625314113076e-10,0.80078685,2.27151150534593
383,0.8202782,3.433485799535249e-10,0.8013233,2.2732181408374608
384,0.8206736,2.76025328520235e-10,0.8023963,2.277127981697541
385,0.82132304,2.625606797107812e-10,0.8027539,2.279686782748914
386,0.8216619,2.0870207821553916e-10,0.80346924,2.2841617508507595
387,0.8222925,2.087020794193728e-10,0.80364805,2.2869339325653124
388,0.822669,1.7504045298168167e-10,0.80436337,2.2925965293538417
389,0.82347846,1.8177277778768644e-10,0.80472106,2.2961628696693372
390,0.82406205,1.750404537842374e-10,0.8052575,2.3013690277742214
391,0.8246268,1.6830813018206626e-10,0.8056152,2.3064527171364158
392,0.82527626,1.952374290048075e-10,0.8059728,2.3110884558489393
393,0.8259351,1.6830812897823262e-10,0.80633044,2.31531362344267
394,0.8265187,1.8850510443706145e-10,0.80740345,2.3218415412780042
395,0.8276388,1.885051041988027e-10,0.8077611,2.326637047426895
396,0.8281188,2.01969754613368e-10,0.8086552,2.333687919020141
397,0.8293424,2.0196975381081227e-10,0.8091917,2.340696369501654
398,0.8302084,2.0870207628438937e-10,0.809907,2.3500863047628444
399,0.8314508,2.087020725976489e-10,0.81080115,2.3591264834219805
400,0.83259916,2.6256067505846583e-10,0.81097996,2.3720361289804073
401,0.833531,2.9622229627954457e-10,0.8138412,2.384479212402786
402,0.83493346,3.568131850236902e-10,0.81419885,2.3949376518634256
403,0.8362606,2.8948997909781945e-10,0.8156295,2.4091287830868504
404,0.8375878,3.702777642490522e-10,0.82117313,2.4335096591020347
405,0.8384443,4.914596983987343e-10,0.8190272,2.4353323757904284
406,0.8406845,3.9047484597127865e-10,0.82027894,2.4545889530059095
407,0.84246343,7.607523210620011e-10,0.8197425,2.4596206153155395
408,0.8429717,6.059092100688686e-10,0.82153076,2.480270535777055
409,0.8456731,0.0006314389741331552,0.8363734,2.5759470148147945
410,0.841108,0.003765264114772989,0.81366235,2.367331461845038
411,0.8318932,0.007554656551857259,0.7784335,2.712128679128164
412,0.82706463,0.006666199466080715,0.8093705,2.2740680220428966
